amenities,address,phone,id,target,scraped
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7203 Skillman St. Dallas, TX 75231",214-349-4400# 6965,6965,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"10306 Ferguson Rd Dallas, TX 75228",214-328-4391# 7739,7739,FALSE,2021-11-20
Accepts SNAP|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2323 W Illinois Ave Dallas, TX 75224",214-337-2710# 6781,6781,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3798 Forest Lane Dallas, TX 75244",214-357-4667# 7672,7672,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"8555 Ferguson Rd. Dallas, TX 75228",214-320-0892# 7430,7430,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13033 Coit Rd. Dallas, TX 75240",972-392-9634# 5894,5894,FALSE,2021-11-20
,"6419 Skillman St Dallas, TX 75231",,16907,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4207 Lemmon Ave., Corner Of Douglas Dallas, TX 75219",214-528-0328# 6777,6777,FALSE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport,"5429 Ross Ave Dallas, TX 75206",214-823-9995# 6776,6776,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"15105 Preston Rd., Corner Of Beltline Road Dallas, TX 75248",972-763-1527# 5963,5963,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4610 Frankford Rd Dallas, TX 75287",972-732-6197# 7623,7623,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"3012 Mockingbird Ln, Corner Of Central Dallas, TX 75205",214-363-5525# 6779,6779,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"6709 Preston Rd Dallas, TX 75205",214-521-4085# 7747,7747,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"9390 Forest Ln. Dallas, TX 75243",214-341-3600# 5844,5844,FALSE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"10003 Marsh Ln Dallas, TX 75229",214-358-4865# 7748,7748,FALSE,2021-11-20
Drive-Thru Pharmacy|Photo & Passport,"18081 Preston Road, Dallas, TX 75252",469-749-3946# 11015,11015,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"6120 E. Mockingbird Ln. Dallas, TX 75214",214-887-6955# 2979,2979,FALSE,2021-11-20
,"16731 Coit Rd Dallas, TX 75248",,16901,TRUE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"14041 Noel Rd. Dallas, TX 75240",972-387-8664# 3900,3900,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"6420 Gaston Ave. Dallas, TX 75214",469-334-0758# 10324,10324,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"805 W. Business Hwy 380 Decatur, TX 76234",940-626-4889# 4880,4880,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"3505 Center St., Corner Of Pasadena Boulevard Deer Park, TX 77536",281-476-3461# 3699,3699,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"409 Veterans Blvd. Del Rio, TX 78840",830-775-8538# 10356,10356,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2910 Fm 120 W Denison, TX 75020",903-464-9502# 6984,6984,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"1510 W. Hickory St. Denton, TX 76201",940-483-8187# 10271,10271,FALSE,2021-11-20
MinuteClinic,"1801 S Loop 288 Denton, TX 76205",,17228,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"3200 Teasley Ln. Denton, TX 76210",940-382-1810# 5962,5962,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"116 West University Dr Denton, TX 76201",940-387-9549# 6856,6856,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1305 West Beltline Rd. Desoto, TX 75115",972-223-0222# 8342,8342,FALSE,2021-11-20
,"3100 Gulf Fwy S Dickinson, TX 77539",,17386,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"100 Fm 517 East Dickinson, TX 77539",281-337-1544# 6248,6248,FALSE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"618 North Main St., #5 Donna, TX 78537",956-464-2611# 10412,10412,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"100 North Dumas Avenue Dumas, TX 79029",806-935-2387# 4820,4820,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"615 S Cockrell Hill Rd Duncanville, TX 75137",972-298-0539# 6805,6805,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"603 S Cedar Ridge Dr Duncanville, TX 75137",972-296-3891# 7702,7702,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"103 W. Monte Cristo Rd. Edinburg, TX 78541",956-383-4945# 10405,10405,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2121 W. Trenton Rd. Edinburg, TX 78539",956-664-1755# 248,248,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2820 W. University Dr. Edinburg, TX 78539",956-292-0456# 4821,4821,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1300 W. Us Highway 290 Elgin, TX 78621",512-285-5552# 10337,10337,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"745 North Zaragoza Rd. El Paso, TX 79907",915-859-2600# 10073,10073,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"201 North Mesa St. El Paso, TX 79901",915-533-3709# 10105,10105,FALSE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1212 Mcrae Blvd. El Paso, TX 79925",915-594-4621# 10215,10215,FALSE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3401 Joe Battle Blvd. El Paso, TX 79936",915-849-8567# 10600,10600,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5305 Montana Avenue El Paso, TX 79903",915-772-2824# 10874,10874,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"12051 Tierra Este Road El Paso, TX 79938",915-921-6302# 10995,10995,FALSE,2021-11-20
Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"680 E. Redd Rd. El Paso, TX 79912",915-842-8680# 11020,11020,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1780  Lee Trevino El Paso, TX 79936",915-599-9000# 11044,11044,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"8041 N. Mesa Street A El Paso, TX 79932",915-585-1458# 11100,11100,FALSE,2021-11-20
Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"9060 Dyer St. El Paso, TX 79904",915-751-1753# 11160,11160,FALSE,2021-11-20
,"801 Sunland Park Dr El Paso, TX 79912",,16269,TRUE,2021-11-20
,"1901 George Dieter Dr El Paso, TX 79936",,16270,TRUE,2021-11-20
,"1874 Joe Battle Blvd El Paso, TX 79936",,17293,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"103 W. Edinburg Ave. Elsa, TX 78543",956-262-6292# 835,835,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"605 W. Ennis Ave. Ennis, TX 75119",972-875-4821# 7732,7732,FALSE,2021-11-20
,"1401 W Glade Rd Euless, TX 76039",,16707,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"9089 Fair Oaks Parkway Fair Oaks Ranch, TX 78015",210-698-9538# 10540,10540,FALSE,2021-11-20
COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2702 Valwood Pkwy Farmers Branch, TX 75234",972-241-3862# 11162,11162,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"744 Us Hwy 181 North Floresville, TX 78114",830-393-3111# 10842,10842,FALSE,2021-11-20
MinuteClinic,"5959 Long Prairie Rd Flower Mound, TX 75028",,16847,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"1100 Flower Mound Rd. Flower Mound, TX 75028",972-874-8421# 1745,1745,FALSE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2220 Cross Timbers Rd Flower Mound, TX 75028",972-874-1040# 7787,7787,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3350 Forest Hill Cir Forest Hill, TX 76140",817-568-9566# 6903,6903,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"775 E. Us Hwy 80 Forney, TX 75126",972-552-1634# 3197,3197,FALSE,2021-11-20
,"751 Alta Mere Dr Fort Worth, TX 76116",,17482,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2706 Jacksboro Hwy Fort Worth, TX 76114",817-626-8255# 6794,6794,FALSE,2021-11-20
Photo & Passport|UPS Access Point,"515 Houston St. Fort Worth, TX 76102",817-820-0488# 11161,11161,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"9620 White Settlement Rd Fort Worth, TX 76108",817-246-2411# 7600,7600,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"6431 Mccart Ave. Fort Worth, TX 76133",817-263-8070# 2991,2991,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5201 Golden Triangle Blvd. Fort Worth, TX 76244",817-741-4330# 10436,10436,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"1933 Heritage Trace Pkwy Fort Worth, TX 76177",817-840-9060# 10879,10879,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4140 E Lancaster Fort Worth, TX 76103",817-534-0261# 6788,6788,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"8560 S. Hulen St. Fort Worth, TX 76123",817-292-0048# 5976,5976,FALSE,2021-11-20
,"5700 Overton Ridge Blvd Fort Worth, TX 76132",,16896,TRUE,2021-11-20
Drive-Thru Pharmacy,"1115 8th Avenue Fort Worth, TX 76104",817-806-1094# 11323,11323,FALSE,2021-11-20
,"301 Carroll St Fort Worth, TX 76107",,17134,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"700 W. Seminary Dr. Fort Worth, TX 76115",817-926-2661# 7455,7455,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2603 W Berry St Fort Worth, TX 76109",817-923-8259# 7631,7631,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4333 Western Center Blvd Fort Worth, TX 76137",817-232-1634# 7278,7278,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3401 Alta Mere Dr., Corner Of Campbowie West Fort Worth, TX 76116",817-763-5133# 5255,5255,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5012 Trl Lake Dr Fort Worth, TX 76133",817-292-1700# 7575,7575,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"3614 Camp Bowie Blvd. Fort Worth, TX 76107",817-870-1873# 7237,7237,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"1201 N Beach St Fort Worth, TX 76111",817-834-6369# 6786,6786,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4400 Basswood Blvd. Fort Worth, TX 76137",817-605-1218# 3207,3207,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6548 Meadowbrook Dr Fort Worth, TX 76112",817-457-3680# 6817,6817,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3145 Mansfield Hwy Fort Worth, TX 76119",817-535-1182# 7447,7447,FALSE,2021-11-20
,"8917 Tehama Ridge Pkwy Fort Worth, TX 76177",,17617,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"6000 Bryant Irvin Rd Fort Worth, TX 76132",817-292-8000# 7801,7801,FALSE,2021-11-20
Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7220 Blue Mound Road Fort Worth, TX 76131",817-847-7329# 10886,10886,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"8601 Boat Club Rd. Fort Worth, TX 76179",817-236-0186# 10489,10489,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1853 West 2nd St Freeport, TX 77541",979-233-5415# 6767,6767,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"3226 Fm 528 Friendswood, TX 77546",281-482-3418# 7346,7346,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"270 Stonebrook Pkwy. Frisco, TX 75036",214-469-1143# 10523,10523,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1177 Us Hwy 380 Frisco, TX 75068",469-296-1060# 10524,10524,FALSE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"12740 Eldorado Pkwy. Frisco, TX 75035",469-362-5206# 10581,10581,FALSE,2021-11-20
Drive-Thru Pharmacy|Photo & Passport,"6225 Eldorado Parkway Frisco, TX 75033",972-987-1390# 11276,11276,FALSE,2021-11-20
MinuteClinic,"3201 Preston Rd Frisco, TX 75034",,16889,TRUE,2021-11-20
MinuteClinic,"4885 Eldorado Pkwy Frisco, TX 75033",,17403,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"9075 Legacy Dr. Frisco, TX 75033",214-387-3094# 7562,7562,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7230 Preston Rd Frisco, TX 75034",972-335-4979# 7751,7751,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"5401 Lebanon Frisco, TX 75034",972-624-8170# 7825,7825,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1520 N Grand Ave Gainesville, TX 76240",940-665-0314# 6901,6901,FALSE,2021-11-20
,"6128 Broadway St Galveston, TX 77551",,16865,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2326 61st St Galveston, TX 77551",409-740-0276# 6736,6736,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2425 Avenue J Galveston, TX 77550",409-763-3444# 7756,7756,FALSE,2021-11-20
,"5301 N Garland Ave Garland, TX 75040",,16821,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"3034 South 1st Street Garland, TX 75041",972-271-3801# 4777,4777,FALSE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2510 W Walnut St Garland, TX 75042",972-485-8200# 6847,6847,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1372 Beltline Rd Garland, TX 75040",972-495-1933# 7481,7481,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1902 Pleasant Valley Rd Garland, TX 75040",972-675-0275# 7718,7718,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"5702 Lavon Dr Garland, TX 75040",972-495-5595# 7824,7824,FALSE,2021-11-20
,"1021 W University Ste B3 Georgetown, TX 78628",,17098,TRUE,2021-11-20
Accepts SNAP|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1102 S. Austin Ave. Georgetown, TX 78626",512-863-2581# 6894,6894,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"4426 Williams Dr, Corner Of Db Wood Road Georgetown, TX 78628",512-869-2506# 8323,8323,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"1402 East Broadway Gladewater, TX 75647",903-845-2271# 7444,7444,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1101 East Highway 377 Granbury, TX 76048",817-573-8877# 7292,7292,FALSE,2021-11-20
,"5270 S State Hwy 360 Grand Prairie, TX 75052",,17318,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"701 E Main St Grand Prairie, TX 75050",972-264-2371# 6775,6775,FALSE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"810 W Pioneer Pkwy Grand Prairie, TX 75051",972-641-5744# 7421,7421,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"4203 S Carrier Pkwy Grand Prairie, TX 75052",972-642-3910# 7809,7809,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5195 Lake Ridge Pkwy. Grand Prairie, TX 75052",972-522-0395# 8345,8345,FALSE,2021-11-20
,"1101 Ira E Woods Ave Grapevine, TX 76051",,16313,TRUE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"3701 Ira E. Woods Ave. Grapevine, TX 76051",817-251-2428# 3708,3708,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2105 W Northwest Hwy Grapevine, TX 76051",817-416-2501# 7451,7451,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2051 Hall Johnson Rd Grapevine, TX 76051",817-410-8808# 7806,7806,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5010 Wesley St Greenville, TX 75402",903-455-1010# 6806,6806,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"1279 W. Main St. Gun Barrel City, TX 75156",903-887-6498# 7419,7419,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"3220 Denton Hwy Haltom City, TX 76117",817-831-4488# 7392,7392,FALSE,2021-11-20
,"201 E Central Texas Expy Harker Heights, TX 76548",,17438,TRUE,2021-11-20
,"1002 Dixieland Rd Harlingen, TX 78552",,16253,TRUE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2015 South 77 Sunshine Strip Harlingen, TX 78550",956-423-2986# 8962,8962,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"118 East Harrison Avenue Harlingen, TX 78550",956-423-3373# 8963,8963,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13901 Sendera Ranch Blvd. Haslet, TX 76052",817-439-8704# 10775,10775,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4282 Ridge Rd. Heath, TX 75032",972-722-2040# 10562,10562,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"12980 Bandera Rd Helotes, TX 78023",210-372-0386# 8990,8990,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"725 E. Main St. Henderson, TX 75652",903-657-7586# 6959,6959,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"101 West Park Ave. Hereford, TX 79045",806-364-2300# 7818,7818,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"2469 Bay Area Blvd Houston, TX 77058",281-486-0613# 7286,7286,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6532 San Felipe Rd., Corner Of Voss Houston, TX 77057",713-789-1681# 7486,7486,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"8620 Jones Rd. Houston, TX 77065",281-517-4222# 7364,7364,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"2828 Spears Rd. Houston, TX 77067",281-583-6250# 5981,5981,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"7900 S Main Houston, TX 77025",713-660-8934# 7402,7402,FALSE,2021-11-20
Accepts SNAP|Photo & Passport|UPS Access Point,"2910 Westheimer Rd Houston, TX 77098",713-526-0062# 7126,7126,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"12502 Memorial Dr. Houston, TX 77024",713-465-6443# 6752,6752,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport|UPS Access Point,"1003 Richmond Ave. Houston, TX 77006",713-807-8491# 7162,7162,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"4755 Westheimer Rd. Houston, TX 77027",713-386-1091# 2988,2988,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"14606 Richmond Ave. Houston, TX 77082",281-509-3440# 6744,6744,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"9838 Buffalo Speedway Houston, TX 77025",713-218-4491# 5258,5258,FALSE,2021-11-20
,"2075 Westheimer Rd Houston, TX 77098",832-325-3654# 17802,17802,TRUE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"5602 Lyons Ave., Houston, TX 77020",713-670-0614# 11066,11066,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport,"10200 Cullen Blvd. Houston, TX 77047",713-731-4413# 10178,10178,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"8234 Broadway St., Corner Of Broadway And Bellfort Houston, TX 77061",713-640-3915# 5657,5657,FALSE,2021-11-20
,"8500 Main St Houston, TX 77025",,16676,TRUE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"4516 Harrisburg Blvd. Houston, TX 77011",713-224-6504# 6241,6241,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|HealthHub|MinuteClinic|Photo & Passport,"3939 Bellaire Blvd Houston, TX 77025",832-778-9025# 6240,6240,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"13555 Beechnut St. Houston, TX 77083",281-776-3858# 6001,6001,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6161 Telephone Rd Houston, TX 77087",713-645-3354# 6242,6242,FALSE,2021-11-20
Accepts SNAP|COVID Testing|CVS y más|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7950 S. Gessner Rd. Houston, TX 77036",713-484-6011# 3693,3693,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7710 Gessner Rd., Corner Of Phillipine Houston, TX 77040",713-849-1100# 6005,6005,FALSE,2021-11-20
,"17977 Fm 529 Road Houston, TX 77095",281-855-9722# 12000,12000,FALSE,2021-11-20
COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"6079 Hwy 6 N. Houston, TX 77084",281-855-5461# 3178,3178,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"5204 Richmond Ave. Houston, TX 77056",713-961-0874# 3177,3177,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"7102 Beechnut St. Houston, TX 77074",713-771-6652# 3176,3176,FALSE,2021-11-20
Accepts SNAP|COVID Testing|Drive-Thru Pharmacy|Photo & Passport|UPS Access Point,"110 W. 20th St. Houston, TX 77008",832-673-7131# 7092,7092,FALSE,2021-11-20
,"300 Meyerland Plaza Mall Houston, TX 77096",,17091,TRUE,2021-11-20
