address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"4065 Amboy Road Staten Island, NY 10308",40.549514,-74.152482,1,rooftop,4065,"Amboy Rd",,,"Staten Island",NY,"Richmond County",10308,US,"City of New York"
"1654 Richmond Ave Staten Island, NY 10314",40.608399,-74.164014,1,rooftop,1654,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"250 Page Ave. Staten Island, NY 10307",40.517304,-74.235321,1,rooftop,250,"Page Ave",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
"501 Forest Ave. Staten Island, NY 10310",40.630878,-74.106102,1,rooftop,501,"Forest Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
"2655 Richmond Ave, Staten Island Mall Staten Island, NY 10314",40.581811,-74.166455,1,rooftop,2655,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"2873 Richmond Ave Staten Island, NY 10314",40.574853,-74.167471,1,rooftop,2873,"Richmond Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"1520 Forest Avenue Staten Island, NY 10302",40.624214,-74.139156,1,rooftop,1520,"Forest Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
"778 Manor Road Staten Island, NY 10314",40.607867,-74.121443,1,rooftop,778,"Manor Rd",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"20 Filors Ln. Stony Point, NY 10980",41.218292,-73.987468,1,rooftop,20,"Filors Ln",,,"Stony Point",NY,"Rockland County",10980,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"5 Indian Rock Plaza Suffern, NY 10901",41.113734,-74.129549,1,rooftop,5,"Indian Rock",,,Suffern,NY,"Rockland County",10901,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"41-08 Queens Blvd. Sunnyside, NY 11104",40.743393,-73.923209,1,rooftop,41-8,"Queens Blvd",,,Sunnyside,NY,"Queens County",11104,US,"City of New York"
"55 Cold Spring Road Syosset, NY 11791",40.826714,-73.500712,1,rooftop,55,"Cold Spring Rd",,,Syosset,NY,"Nassau County",11791,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"300 Gifford St. Syracuse, NY 13204",43.043698,-76.158447,1,rooftop,300,"Gifford St",,,Syracuse,NY,"Onondaga County",13204,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"3657 W Genesee St Syracuse, NY 13219",43.046634,-76.23626,1,rooftop,3657,"W Genesee St",,,Syracuse,NY,"Onondaga County",13219,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"700 South Crouse Avenue Syracuse, NY 13210",43.042546,-76.136815,1,rooftop,700,"S Crouse Ave",,,Syracuse,NY,"Onondaga County",13210,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"51 North Broadway Tarrytown, NY 10591",41.078056,-73.858493,1,rooftop,51,"N Broadway",,,Tarrytown,NY,"Westchester County",10591,US,Westchester
"350 South Broadway Tarrytown, NY 10591",41.064395,-73.861233,1,rooftop,350,"S Broadway",,,Tarrytown,NY,"Westchester County",10591,US,Westchester
"660 Columbus Ave, Rose Hill S/c Thornwood, NY 10594",41.114294,-73.7715,1,rooftop,660,"Columbus Ave",,,Thornwood,NY,"Westchester County",10594,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1024 Broadway, Thornwood Center Thornwood, NY 10594",41.126057,-73.778442,1,rooftop,1024,Broadway,,,Thornwood,NY,"Westchester County",10594,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1717 Sheridan Dr. Tonawanda, NY 14223",42.980252,-78.870149,1,rooftop,1717,"Sheridan Dr",,,Buffalo,NY,"Erie County",14223,US,Erie
"49 Fourth Street, Troy Mall Troy, NY 12180",42.732009,-73.68913,1,rooftop,49,"4th St",,,Troy,NY,"Rensselaer County",12180,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"541 Pawling Ave., Pawling S/c Troy, NY 12180",42.705772,-73.659178,1,rooftop,541,"Pawling Ave",,,Troy,NY,"Rensselaer County",12180,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"461 2nd Ave. Troy, NY 12182",42.770788,-73.679376,1,rooftop,461,"2nd Ave",,,Troy,NY,"Rensselaer County",12182,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"2982 Route 9 Valatie, NY 12184",42.428245,-73.688616,1,range_interpolation,2982,"US Hwy 9",,,Valatie,NY,"Columbia County",12184,US,"TIGER/Line® dataset from the US Census Bureau"
"143 Rt 303 Valley Cottage, NY 10989",41.122363,-73.942576,1,rooftop,143,"State Rte 303",,,"Valley Cottage",NY,"Rockland County",10989,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"44 North Central Avenue Valley Stream, NY 11580",40.669334,-73.708447,1,rooftop,44,"N Central Ave",,,"Valley Stream",NY,"Nassau County",11580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"500 W Sunrise Hwy Valley Stream, NY 11581",40.664622,-73.720701,1,rooftop,500,"W Sunrise Hwy",,,"Valley Stream",NY,"Nassau County",11581,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1 East Merrick Rd Valley Stream, NY 11580",40.664825,-73.697197,1,rooftop,1,"E Merrick Rd",,,"Valley Stream",NY,"Nassau County",11580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"3112 Vestal Pkwy E Vestal, NY 13850",42.093688,-76.001641,1,rooftop,3112,"Vestal Pkwy E",,,Vestal,NY,"Broome County",13850,US,Broome
"138 Vestal Parkway West Vestal, NY 13850",42.086493,-76.055188,1,rooftop,138,"Vestal Pkwy W",,,Vestal,NY,"Broome County",13850,US,Broome
"7500 Commons Blvd Victor, NY 14564",43.034014,-77.448106,1,rooftop,7500,"Commons Blvd",,,Victor,NY,"Ontario County",14564,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"6221 Route 25a Wading River, NY 11792",40.943815,-72.837465,1,rooftop,6221,"State Rte 25A",,,"Wading River",NY,"Suffolk County",11792,US,Suffolk
"215 Delaware Street Walton, NY 13856",42.168959,-75.133967,1,rooftop,215,"Delaware St",,,Walton,NY,"Delaware County",13856,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1178 Wantagh Avenue Wantagh, NY 11793",40.694342,-73.5089,1,rooftop,1178,"Wantagh Ave",,,Wantagh,NY,"Nassau County",11793,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"3491 Merrick Rd, Park Plaza Wantagh, NY 11793",40.665396,-73.501911,1,rooftop,3491,"Merrick Rd",,,Wantagh,NY,"Nassau County",11793,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"59 Main Street Warwick, NY 10990",41.257949,-74.359014,1,range_interpolation,59,"Main St",,,Warwick,NY,"Orange County",10990,US,"TIGER/Line® dataset from the US Census Bureau"
"30 Brotherhood Plaza Dr Washingtonville, NY 10992",41.429389,-74.1624,1,range_interpolation,30,"Brotherhood Plaza Dr",,,Washingtonville,NY,"Orange County",10992,US,"TIGER/Line® dataset from the US Census Bureau"
"21800 Towne Center Dr Watertown, NY 13601",43.969916,-75.961664,1,rooftop,21800,"Towne Center Dr",,,Watertown,NY,"Jefferson County",13601,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"139 East Main St. Waterville, NY 13480",42.931704,-75.378275,1,rooftop,139,"E Main St",,,Waterville,NY,"Oneida County",13480,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"506 South Franklin Street Watkins Glen, NY 14891",42.369612,-76.866481,1,rooftop,506,"S Franklin St",,,"Watkins Glen",NY,"Schuyler County",14891,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"100 E. Naples St. Wayland, NY 14572",42.568163,-77.589277,1,rooftop,100,"E Naples St",,,Wayland,NY,"Steuben County",14572,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1900 Empire Boulevard Webster, NY 14580",43.189688,-77.500086,1,rooftop,1900,"Empire Blvd",,,Webster,NY,"Monroe County",14580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1050 Ridge Rd Webster, NY 14580",43.211208,-77.45075,1,rooftop,1050,"Ridge Rd",,,Webster,NY,"Monroe County",14580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"935 Ridge Road Webster, NY 14580",43.207244,-77.464511,1,rooftop,935,"Ridge Rd",,,Webster,NY,"Monroe County",14580,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1012 Little East Neck Road, Corner Of Herzel Boulevard West Babylon, NY 11704",40.72349,-73.359073,1,rooftop,1012,"Little East Neck Rd",,,"West Babylon",NY,"Suffolk County",11704,US,Suffolk
"204 Great East Neck Rd. West Babylon, NY 11704",40.694399,-73.345243,1,rooftop,204,"Great East Neck Rd",,,"West Babylon",NY,"Suffolk County",11704,US,Suffolk
"610 Old Country Rd, Salisbury Plaza Westbury, NY 11590",40.749764,-73.573192,1,rooftop,610,"Old Country Rd",,,Westbury,NY,"Nassau County",11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"999 Corporate Dr Westbury, NY 11590",40.741647,-73.600702,1,rooftop,999,"Corporate Dr",,,Westbury,NY,"Nassau County",11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"307 Post Avenue Westbury, NY 11590",40.759885,-73.588506,1,rooftop,307,"Post Ave",,,Westbury,NY,"Nassau County",11590,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"117 E. Main St. Westfield, NY 14787",42.325084,-79.574446,1,rooftop,117,"E Main St",,,Westfield,NY,"Chautauqua County",14787,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"87 Sunset Ave. Westhampton Beach, NY 11978",40.812058,-72.645351,1,rooftop,87,"Sunset Ave",,,"Westhampton Beach",NY,"Suffolk County",11978,US,Suffolk
"814 Hempstead Ave. West Hempstead, NY 11552",40.688084,-73.658867,1,rooftop,814,"Hempstead Ave",,,"West Hempstead",NY,"Nassau County",11552,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"621 Hempstead Turnpike, Corner Of Nassau Boulevard West Hempstead, NY 11552",40.70601,-73.662811,0.9,rooftop,621,"Hempstead Tpke",,,"Franklin Square",NY,"Nassau County",11010,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"499 Montauk Highway West Islip, NY 11795",40.69743,-73.308353,1,rooftop,499,"Montauk Hwy",,,"West Islip",NY,"Suffolk County",11795,US,Suffolk
"4120 Palisades Center Dr West Nyack, NY 10994",41.098328,-73.958649,1,rooftop,4120,"Palisades Center Dr",,,"West Nyack",NY,"Rockland County",10994,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"105 West Main St, West Sayville, NY 11796",40.728403,-73.095965,1,range_interpolation,105,"W Main St",,,"West Sayville",NY,"Suffolk County",11796,US,"TIGER/Line® dataset from the US Census Bureau"
"3098 Orchard Park Road West Seneca, NY 14224",42.800435,-78.752989,1,rooftop,3098,"Orchard Park Rd",,,Buffalo,NY,"Erie County",14224,US,Erie
"170 Broadway Suite 1 Whitehall, NY 12887",43.547647,-73.406471,1,rooftop,170,Broadway,Ste,1,Whitehall,NY,"Washington County",12887,US,Washington
"20 Tarrytown Road White Plains, NY 10607",41.037839,-73.780435,1,rooftop,20,"Tarrytown Rd",,,"White Plains",NY,"Westchester County",10607,US,Westchester
"9 City Pl White Plains, NY 10601",41.032055,-73.764704,1,range_interpolation,9,"City Pl",,,"White Plains",NY,"Westchester County",10601,US,"TIGER/Line® dataset from the US Census Bureau"
"325 Mamaroneck Ave. White Plains, NY 10605",41.025156,-73.763113,1,rooftop,325,"Mamaroneck Ave",,,"White Plains",NY,"Westchester County",10605,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"101 Knollwood Rd, Greenburgh S/c White Plains, NY 10607",41.039459,-73.807878,1,range_interpolation,101,"Knollwood Rd",,,"White Plains",NY,"Westchester County",10607,US,"TIGER/Line® dataset from the US Census Bureau"
"601 N Broadway White Plains, NY 10603",41.053912,-73.769705,1,rooftop,601,"N Broadway",,,"White Plains",NY,"Westchester County",10603,US,Westchester
"24 Mamaroneck Ave White Plains, NY 10601",41.03168,-73.766747,1,range_interpolation,24,"Mamaroneck Ave",,,"White Plains",NY,"Westchester County",10601,US,"TIGER/Line® dataset from the US Census Bureau"
"452 Mamaroneck Avenue White Plains, NY 10605",41.022767,-73.760615,1,rooftop,452,"Mamaroneck Ave",,,"White Plains",NY,"Westchester County",10605,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"153-01 10th Avenue Whitestone, NY 11357",40.793483,-73.807917,1,rooftop,153-1,"10th Ave",,,Whitestone,NY,"Queens County",11357,US,"City of New York"
"2021 Francis Lewis Blvd. Whitestone, NY 11357",40.77971,-73.801907,1,rooftop,20-21,"Francis Lewis Blvd",,,Whitestone,NY,"Queens County",11357,US,"City of New York"
"8290 Transit Rd Williamsville, NY 14221",42.995075,-78.698455,1,rooftop,8290,"Transit Rd",,,Buffalo,NY,"Erie County",14221,US,Erie
"254 Hillside Avenue Williston Park, NY 11596",40.755044,-73.64947,1,rooftop,254,"Hillside Ave",,,"Williston Park",NY,"Nassau County",11596,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"653 Rte. 9 Wilton, NY 12831",43.123814,-73.769508,1,rooftop,653,"State Rte 9",,,Gansevoort,NY,"Saratoga County",12831,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"929 Broadway Woodmere, NY 11598",40.629374,-73.708428,1,rooftop,929,Broadway,,,Woodmere,NY,"Nassau County",11598,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"54-06 31st Avenue Woodside, NY 11377",40.756897,-73.906996,1,rooftop,54-6,"31st Ave",,,Woodside,NY,"Queens County",11377,US,"City of New York"
"60 Mill Hill Rd. Woodstock, NY 12498",42.038973,-74.114866,1,rooftop,60,"Mill Hill Rd",,,Woodstock,NY,"Ulster County",12498,US,Ulster
"74 Main Avenue Wynantskill, NY 12198",42.696794,-73.646208,1,rooftop,74,"Main Ave",,,Wynantskill,NY,"Rensselaer County",12198,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
"1217 Nepperhan Ave. Yonkers, NY 10703",40.96579,-73.873061,1,rooftop,1217,"Nepperhan Ave",,,Yonkers,NY,"Westchester County",10703,US,Westchester
"1703 Central Park Avenue Yonkers, NY 10710",40.95752,-73.845004,1,rooftop,1703,"Central Park Ave",,,Yonkers,NY,"Westchester County",10710,US,Westchester
"585 Yonkers Avenue Yonkers, NY 10704",40.927163,-73.869215,1,rooftop,585,"Yonkers Ave",,,Yonkers,NY,"Westchester County",10704,US,Westchester
"25-43 Prospect St. Yonkers, NY 10701",40.932222,-73.901463,0.9,nearest_rooftop_match,25,"Prospect St",,,Yonkers,NY,"Westchester County",10701,US,"TIGER/Line® dataset from the US Census Bureau"
"2290 Central Park Ave. Yonkers, NY 10710",40.976157,-73.832264,1,range_interpolation,2290,"Central Park Ave",,,Yonkers,NY,"Westchester County",10710,US,"TIGER/Line® dataset from the US Census Bureau"
"132 Bronx River Road Yonkers, NY 10704",40.905047,-73.858464,1,range_interpolation,132,"Bronx River Rd",,,Yonkers,NY,"Westchester County",10704,US,"TIGER/Line® dataset from the US Census Bureau"
"850 Bronx River Rd, 18 Fleetwood Plaza Yonkers, NY 10708",40.927253,-73.843226,1,range_interpolation,850,"Bronx River Rd",,,Bronxville,NY,"Westchester County",10708,US,"TIGER/Line® dataset from the US Census Bureau"
"2000 Commerce Street Yorktown Heights, NY 10598",41.276247,-73.781943,1,range_interpolation,2000,"Commerce St",,,"Yorktown Heights",NY,"Westchester County",10598,US,"TIGER/Line® dataset from the US Census Bureau"
"1550 N. Sandhills Blvd. Aberdeen, NC 28315",35.152198,-79.416002,1,rooftop,1550,"N Sandhills Blvd",,,Aberdeen,NC,"Moore County",28315,US,Moore
"110 Nc Hwy 801 North Advance, NC 27006",36.005596,-80.439108,1,rooftop,110,"Nc Hwy 801 N",,,Advance,NC,"Davie County",27006,US,Davie
"835 Nc 24 27 Bypass E Albemarle, NC 28001",35.348556,-80.168314,0.9,rooftop,835,"NC 24-27 Byp E",,,Albemarle,NC,"Stanly County",28001,US,Stanly
"1201 Beaver Creek Commons Dr Apex, NC 27502",35.744878,-78.877787,1,rooftop,1201,"Beaver Creek Commons Dr",,,Apex,NC,"Wake County",27502,US,Cary
"5153 Sunset Lake Rd., Sunset Lake Commons Apex, NC 27539",35.668287,-78.799017,1,rooftop,5153,"Sunset Lake Rd",,,Apex,NC,"Wake County",27539,US,Cary
"10100 South Main St Archdale, NC 27263",35.901795,-79.951137,1,rooftop,10100,"S Main St",,,Archdale,NC,"Randolph County",27263,US,Randolph
"15 Mckenna Rd Arden, NC 28704",35.448862,-82.536236,1,rooftop,15,"McKenna Rd",,,Arden,NC,"Buncombe County",28704,US,Buncombe
"324 Long Shoals Road Arden, NC 28704",35.482193,-82.552389,1,rooftop,324,"Long Shoals Rd",,,Arden,NC,"Buncombe County",28704,US,Buncombe
"440 East Dixie Dr. Asheboro, NC 27203",35.688138,-79.810553,1,rooftop,440,"E Dixie Dr",,,Asheboro,NC,"Randolph County",27203,US,"NC Geographic Information Coordinating Council"
"285 N Fayetteville St Asheboro, NC 27203",35.709604,-79.814153,1,rooftop,285,"N Fayetteville St",,,Asheboro,NC,"Randolph County",27203,US,Randolph
"115 River Hills Rd Asheville, NC 28805",35.573362,-82.522429,1,rooftop,115,"River Hills Rd",,,Asheville,NC,"Buncombe County",28805,US,Buncombe
"505 Smokey Park Hwy. Asheville, NC 28806",35.554211,-82.642786,1,rooftop,505,"Smokey Park Hwy",,,Asheville,NC,"Buncombe County",28806,US,Buncombe
"1080 Hendersonville Road Asheville, NC 28803",35.536246,-82.528361,1,rooftop,1080,"Hendersonville Rd",,,Asheville,NC,"Buncombe County",28803,US,Buncombe
"24 Westgate Pkwy. Asheville, NC 28806",35.591177,-82.575413,1,rooftop,24,"Westgate Pkwy",,,Asheville,NC,"Buncombe County",28806,US,Buncombe
"11 River Ridge Dr., Oakley Plaza Asheville, NC 28803",35.570484,-82.505456,1,rooftop,11,"River Ridge Dr",,,Asheville,NC,"Buncombe County",28803,US,Buncombe
"320 New Leicester Hwy. Asheville, NC 28806",35.599216,-82.622431,1,rooftop,320,"New Leicester Hwy",,,Asheville,NC,"Buncombe County",28806,US,Buncombe
"225 Charlotte Hwy Suite #2 Asheville, NC 28803",35.55058,-82.472741,1,rooftop,225,"Charlotte Hwy",Ste,2,Asheville,NC,"Buncombe County",28803,US,Buncombe
"612 Merrimon Ave. Asheville, NC 28804",35.619771,-82.554842,1,rooftop,612,"Merrimon Ave",,,Asheville,NC,"Buncombe County",28804,US,Buncombe
"1703 Live Oak St. Beaufort, NC 28516",34.729199,-76.640837,1,rooftop,1703,"Live Oak St",,,Beaufort,NC,"Carteret County",28516,US,"NC Geographic Information Coordinating Council"
"6750 Wilkinson Blvd. Belmont, NC 28012",35.251301,-81.029651,1,rooftop,6750,"Wilkinson Blvd",,,Belmont,NC,"Gaston County",28012,US,Gaston
"13440 Nc 210 Highway Benson, NC 27504",35.517126,-78.578244,1,rooftop,13440,"Nc Hwy 210",,,Benson,NC,"Johnston County",27504,US,Johnston
"902 Gastonia Highway Bessemer City, NC 28016",35.286769,-81.266735,1,rooftop,902,"Gastonia Hwy",,,"Bessemer City",NC,"Gaston County",28016,US,Gaston
"425 West State St., Black Mountain, NC 28711",35.613447,-82.326677,1,rooftop,425,"W State St",,,"Black Mountain",NC,"Buncombe County",28711,US,Buncombe
"2147 Blowing Rock Rd Boone, NC 28607",36.196487,-81.653025,1,rooftop,2147,"Blowing Rock Rd",,,Boone,NC,"Watauga County",28607,US,"City of Boone"
"371 Asheville Highway Brevard, NC 28712",35.265749,-82.713452,0.6,street_center,,"Asheville Hwy",,,Brevard,NC,"Transylvania County",28712,US,"TIGER/Line® dataset from the US Census Bureau"
"1475 University Dr Burlington, NC 27215",36.066435,-79.519871,1,rooftop,1475,"University Dr",,,Burlington,NC,"Alamance County",27215,US,Alamance
"1149 University Dr. Burlington, NC 27215",36.0791,-79.527845,1,rooftop,1149,"University Dr",,,Burlington,NC,"Alamance County",27215,US,Alamance
"2344 S Church St Burlington, NC 27215",36.08091,-79.474921,1,rooftop,2344,"S Church St",,,Burlington,NC,"Alamance County",27215,US,Alamance
"2017 W. Webb Ave. Burlington, NC 27217",36.109934,-79.464833,1,rooftop,2017,"W Webb Ave",,,Burlington,NC,"Alamance County",27217,US,Alamance
"115 Reservoir Rd., Highway 19 East Bypass Burnsville, NC 28714",35.915243,-82.298705,1,rooftop,115,"Reservoir Rd",,,Burnsville,NC,"Yancey County",28714,US,"NC Geographic Information Coordinating Council"
"9810 Ocean Hwy. Calabash, NC 28467",33.907147,-78.586126,1,rooftop,9810,"Ocean Hwy W",,,Calabash,NC,"Brunswick County",28467,US,Brunswick
"1025 Nc 24-87 Cameron, NC 28326",35.261268,-79.045247,1,rooftop,1025,"NC 24-87",,,Cameron,NC,"Harnett County",28326,US,"NC Geographic Information Coordinating Council"
"901 Dow Rd. Carolina Beach, NC 28428",34.04674,-77.900077,0.9,rooftop,901,"N Dow Rd",,,"Carolina Beach",NC,"New Hanover County",28428,US,"City of Carolina Beach"
"200 N Greensboro St. Carrboro, NC 27510",35.911999,-79.070881,1,rooftop,200,"N Greensboro St",,,Carrboro,NC,"Orange County",27510,US,Orange
"2021 Walnut St Cary, NC 27518",35.75815,-78.739405,1,rooftop,2021,"Walnut St",,,Cary,NC,"Wake County",27518,US,Cary
"7129 O'kelly Chapel Road Cary, NC 27519",35.84442,-78.885599,1,rooftop,7129,"Okelly Chapel Rd",,,Cary,NC,"Wake County",27519,US,Cary
"2797 Hwy 55 Cary, NC 27519",35.786961,-78.87162,1,rooftop,2797,"NC 55 Hwy",,,Cary,NC,"Wake County",27519,US,Cary
"10170 Green Level Church Rd. Cary, NC 27519",35.822256,-78.900553,1,rooftop,10170,"Green Level Church Rd",,,Cary,NC,"Wake County",27519,US,Wake
"5859 Tryon Road Cary, NC 27518",35.745074,-78.740053,1,rooftop,5859,"Tryon Rd",,,Cary,NC,"Wake County",27518,US,Cary
"7025 Winston Hill Dr. Cary, NC 27513",35.791053,-78.84656,1,rooftop,7025,"Winston Hill Dr",,,Cary,NC,"Wake County",27513,US,Cary
"2994 Kildaire Farm Rd Cary, NC 27518",35.717008,-78.788318,1,rooftop,2994,"Kildaire Farm Rd",,,Cary,NC,"Wake County",27518,US,Cary
"1123 Kildaire Farm Rd. Cary, NC 27511",35.768932,-78.781253,1,rooftop,1123,"Kildaire Farm Rd",,,Cary,NC,"Wake County",27511,US,Wake
"3581 Davis Dr. Cary, NC 27519",35.819572,-78.848328,1,rooftop,3581,"Davis Dr",,,Cary,NC,"Wake County",27519,US,Cary
"5712 Castle Hayne Rd. Castle Hayne, NC 28429",34.354166,-77.899667,1,rooftop,5712,"Castle Hayne Rd",,,"Castle Hayne",NC,"New Hanover County",28429,US,"New Hanover"
"137 E. Franklin St. Chapel Hill, NC 27514",35.913906,-79.054588,1,rooftop,137,"E Franklin St",,,"Chapel Hill",NC,"Orange County",27514,US,"Town of Chapel Hill"
"143 W Franklin St, Ste 120 Chapel Hill, NC 27516",35.911484,-79.057935,1,rooftop,143,"W Franklin St",Ste,120,"Chapel Hill",NC,"Orange County",27516,US,Orange
"1718 N Fordham Blvd., Chapel Hill, NC 27514",35.914981,-79.02647,1,range_interpolation,1718,"N Fordham Blvd",,,"Chapel Hill",NC,"Orange County",27514,US,"TIGER/Line® dataset from the US Census Bureau"
"11314 Us 15 501 North Chapel Hill, NC 27517",35.845767,-79.090156,1,rooftop,11314,"US 15 501 N",,,"Chapel Hill",NC,"Chatham County",27517,US,"NC Geographic Information Coordinating Council"
"9841 Northlake Centre Pkwy Charlotte, NC 28216",35.350284,-80.860004,0.8,rooftop,9841,"Northlake Centre Py",,,Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
"231 N. Graham Street Charlotte, NC 28202",35.232609,-80.845028,1,rooftop,231,"N Graham St",,,Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
"2939 The Plaza Charlotte, NC 28205",35.238044,-80.800414,0.9,rooftop,2939,"The Plz",,,Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
"6428 Rea Road Charlotte, NC 28277",35.07815,-80.817716,1,rooftop,6428,"Rea Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"9805 Rocky River Rd. Charlotte, NC 28215",35.284179,-80.671002,1,rooftop,9805,"Rocky River Rd",,,Charlotte,NC,"Cabarrus County",28215,US,Cabarrus
"9531 South Blvd Charlotte, NC 28273",35.108359,-80.878734,1,rooftop,9531,"South Blvd",,,Charlotte,NC,"Mecklenburg County",28273,US,Mecklenburg
"3440 Wilkinson Boulevard Charlotte, NC 28208",35.225077,-80.898358,1,rooftop,3440,"Wilkinson Blvd",,,Charlotte,NC,"Mecklenburg County",28208,US,Mecklenburg
"8830 Albemarle Rd Charlotte, NC 28227",35.209255,-80.694431,1,rooftop,8830,"Albemarle Rd",,,Charlotte,NC,"Mecklenburg County",28227,US,Mecklenburg
"4908 Houston Field Court Charlotte, NC 28277",35.05049,-80.768873,1,rooftop,4908,"Houston Field Ct",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"9915 Park Cedar Dr Charlotte, NC 28210",35.094575,-80.86559,1,rooftop,9915,"Park Cedar Dr",,,Charlotte,NC,"Mecklenburg County",28210,US,Mecklenburg
"9870 Rea Rd Charlotte, NC 28277",35.037489,-80.808484,1,rooftop,9870,"Rea Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"2115 Beatties Ford Rd Charlotte, NC 28216",35.263754,-80.856201,1,rooftop,2115,"Beatties Ford Rd",,,Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
"210 E. Trade St., Ste. E-186 Charlotte, NC 28202",35.225447,-80.84203,1,rooftop,210,"E Trade St",Ste,E186,Charlotte,NC,"Mecklenburg County",28202,US,Mecklenburg
"2325 Village Lake Dr., And Independence Boulevard Charlotte, NC 28212",35.162364,-80.740724,1,rooftop,2325,"Village Lake Dr",,,Charlotte,NC,"Mecklenburg County",28212,US,Mecklenburg
"115 W. Arrowood Rd. Charlotte, NC 28217",35.134818,-80.892333,1,rooftop,115,"W Arrowood Rd",,,Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
"16035 Johnston Rd., Hunters Crossing Charlotte, NC 28277",35.030873,-80.850489,1,rooftop,16035,"Johnston Rd",,,Charlotte,NC,"Mecklenburg County",28277,US,Mecklenburg
"4100 Carmel Road Charlotte, NC 28226",35.117124,-80.824518,1,rooftop,4100,"Carmel Rd",,,Charlotte,NC,"Mecklenburg County",28226,US,Mecklenburg
"2035 North Sharon Amity Rd Charlotte, NC 28205",35.189192,-80.773283,1,rooftop,2035,"N Sharon Amity Rd",,,Charlotte,NC,"Mecklenburg County",28205,US,Mecklenburg
"8220 Mount Holly Huntersville Rd. Charlotte, NC 28216",35.345705,-80.885384,1,rooftop,8220,"Mt Holly-Huntersville Rd",,,Charlotte,NC,"Mecklenburg County",28216,US,Mecklenburg
"10515 Mallard Creek Road Charlotte, NC 28262",35.342438,-80.767645,1,rooftop,10515,"Mallard Creek Rd",,,Charlotte,NC,"Mecklenburg County",28262,US,Mecklenburg
"306 East Woodlawn Rd Charlotte, NC 28217",35.176863,-80.878382,1,rooftop,306,"E Woodlawn Rd",,,Charlotte,NC,"Mecklenburg County",28217,US,Mecklenburg
